interview__key,region,milieu,score_actifs,asset_any_na
17-22-62-45,ZIGUINCHOR,1,5,0
08-00-42-86,ZIGUINCHOR,1,5,0
10-34-16-70,ZIGUINCHOR,1,2,0
11-09-46-00,SEDHIOU,1,0,0
42-68-69-65,SEDHIOU,NA,0,1
87-69-38-32,ZIGUINCHOR,1,4,0
69-96-52-95,SEDHIOU,NA,0,1
02-91-50-11,ZIGUINCHOR,1,5,0
19-65-05-44,ZIGUINCHOR,1,2,0
39-24-97-52,DIOURBEL,1,5,0
20-28-64-61,DIOURBEL,1,3,0
24-00-44-33,ZIGUINCHOR,1,6,0
66-29-42-40,KOLDA,NA,0,1
33-49-36-30,ZIGUINCHOR,1,4,0
67-35-77-36,SEDHIOU,1,2,0
61-74-22-70,KAOLACK,1,0,0
49-62-31-70,KOLDA,NA,0,1
64-39-30-85,KOLDA,NA,0,1
96-63-88-75,KOLDA,NA,0,1
96-13-93-56,ZIGUINCHOR,1,4,0
73-50-38-39,KAOLACK,1,2,0
64-78-19-58,KOLDA,NA,0,1
68-74-06-78,SEDHIOU,1,2,0
93-97-50-81,KOLDA,1,2,0
74-26-64-03,ZIGUINCHOR,1,2,0
98-42-69-08,SEDHIOU,1,4,0
88-57-58-50,SEDHIOU,1,2,0
36-57-63-17,SEDHIOU,1,4,0
26-05-13-10,ZIGUINCHOR,1,2,0
90-19-37-56,KOLDA,1,3,0
56-43-52-91,KOLDA,NA,0,1
47-27-07-46,SEDHIOU,1,3,0
46-79-18-52,SEDHIOU,1,5,0
09-83-41-58,KOLDA,NA,0,1
93-27-32-39,KOLDA,1,2,0
37-44-40-24,SEDHIOU,1,2,0
74-87-57-10,SEDHIOU,1,5,0
90-64-94-59,SEDHIOU,NA,0,1
32-32-72-21,ZIGUINCHOR,1,2,0
92-88-20-02,SEDHIOU,NA,0,1
70-81-99-37,SEDHIOU,1,2,0
29-38-27-47,ZIGUINCHOR,1,2,0
80-25-42-33,SEDHIOU,NA,0,1
64-40-60-15,SEDHIOU,NA,1,0
95-50-75-19,KOLDA,1,3,0
38-79-97-04,DIOURBEL,1,2,0
29-15-54-08,SEDHIOU,1,3,0
51-88-27-36,ZIGUINCHOR,1,4,0
34-33-72-16,ZIGUINCHOR,1,4,0
17-54-68-51,DIOURBEL,1,1,0
19-26-92-09,SEDHIOU,1,4,0
87-84-57-03,DIOURBEL,1,2,0
92-84-98-56,KOLDA,1,2,0
66-73-70-97,SEDHIOU,NA,0,1
87-17-63-68,ZIGUINCHOR,1,2,0
71-87-94-84,KAOLACK,1,2,0
11-75-84-17,ZIGUINCHOR,1,1,0
92-25-60-72,ZIGUINCHOR,1,3,0
35-39-32-26,DIOURBEL,1,2,0
98-81-65-20,KAOLACK,1,1,0
10-81-99-18,SEDHIOU,1,2,0
59-28-15-24,KOLDA,1,1,0
86-61-90-73,DIOURBEL,1,3,0
63-66-83-75,KAOLACK,1,2,0
12-20-37-41,ZIGUINCHOR,1,2,0
60-44-17-17,KAOLACK,1,2,0
68-06-99-66,DIOURBEL,1,2,0
99-93-34-52,ZIGUINCHOR,1,3,0
58-56-67-16,SEDHIOU,1,2,0
03-31-16-92,KOLDA,NA,0,1
38-90-09-48,DIOURBEL,1,2,0
85-61-43-88,KAOLACK,1,1,0
16-92-71-93,KOLDA,1,1,0
65-61-81-09,KOLDA,NA,0,1
75-97-33-97,KAOLACK,1,2,0
57-13-99-11,SEDHIOU,1,6,0
20-13-96-49,ZIGUINCHOR,1,2,0
36-30-56-44,KAOLACK,1,3,0
37-09-10-64,DIOURBEL,1,3,0
27-88-01-75,SEDHIOU,1,4,0
26-26-13-36,KAOLACK,1,1,0
20-11-41-71,KOLDA,1,1,0
86-61-15-77,KOLDA,NA,0,1
09-26-96-97,KOLDA,1,1,0
74-70-43-72,SEDHIOU,1,5,0
02-48-68-57,SEDHIOU,1,4,0
48-86-94-08,KOLDA,NA,0,1
83-83-84-27,KOLDA,NA,0,1
00-71-95-65,DIOURBEL,1,3,0
90-54-18-48,KOLDA,1,2,0
00-66-54-20,KAOLACK,1,3,0
50-04-10-68,KOLDA,NA,0,1
73-53-23-54,SEDHIOU,NA,0,1
00-40-76-40,KOLDA,1,1,0
91-89-02-35,KAOLACK,1,5,0
72-46-23-42,SEDHIOU,2,5,0
39-72-61-61,KAOLACK,1,3,0
61-55-84-30,ZIGUINCHOR,1,4,0
46-10-21-03,DIOURBEL,1,2,0
71-16-10-39,DIOURBEL,1,3,0
13-22-69-47,KAOLACK,1,5,0
97-88-76-13,SEDHIOU,1,4,0
68-28-10-09,KAOLACK,1,4,0
59-09-46-41,DIOURBEL,1,2,0
31-96-50-12,ZIGUINCHOR,1,3,0
09-12-32-04,KAOLACK,1,2,0
96-50-69-87,SEDHIOU,1,2,0
06-72-21-09,ZIGUINCHOR,2,0,1
76-37-86-41,DIOURBEL,1,2,0
59-71-66-15,ZIGUINCHOR,1,0,1
64-77-32-28,ZIGUINCHOR,1,1,0
54-16-36-51,ZIGUINCHOR,2,0,1
01-25-62-42,SEDHIOU,1,2,0
51-60-16-65,ZIGUINCHOR,2,0,1
94-66-52-77,DIOURBEL,1,2,0
01-08-14-36,ZIGUINCHOR,1,6,0
40-28-91-97,DIOURBEL,1,1,0
97-03-78-46,ZIGUINCHOR,2,3,0
15-53-79-57,ZIGUINCHOR,1,3,0
91-93-21-03,KOLDA,1,1,0
45-00-48-19,ZIGUINCHOR,2,9,0
55-81-23-78,ZIGUINCHOR,1,0,1
86-37-30-75,SEDHIOU,1,4,0
57-57-15-64,ZIGUINCHOR,1,0,1
47-45-27-16,ZIGUINCHOR,1,5,0
96-86-77-18,DIOURBEL,1,4,0
62-11-19-47,DIOURBEL,1,4,0
86-97-88-53,SEDHIOU,1,1,0
49-49-45-26,DIOURBEL,1,2,0
75-46-61-24,SEDHIOU,1,2,0
58-29-57-05,SEDHIOU,1,1,0
14-08-75-52,DIOURBEL,1,2,0
73-31-84-96,KOLDA,1,2,0
30-91-11-61,KOLDA,1,1,0
84-35-68-13,ZIGUINCHOR,1,6,0
97-54-65-78,DIOURBEL,1,3,0
41-35-68-24,KOLDA,1,6,0
57-64-35-33,DIOURBEL,1,2,0
35-89-84-37,ZIGUINCHOR,1,5,0
81-63-17-53,KOLDA,1,3,0
74-26-70-09,THIES,1,0,1
34-42-61-66,KOLDA,1,1,0
89-83-49-75,KOLDA,1,5,0
35-43-96-85,SEDHIOU,1,4,0
37-25-33-89,DIOURBEL,1,3,0
80-07-86-61,SEDHIOU,1,3,0
64-93-37-05,KOLDA,1,3,0
55-54-64-87,DIOURBEL,1,4,0
09-55-15-92,KOLDA,1,2,0
26-13-98-57,SEDHIOU,1,2,0
62-64-76-36,KOLDA,1,0,1
02-20-36-96,KOLDA,1,4,0
73-93-59-44,SEDHIOU,1,2,0
62-47-87-06,DIOURBEL,1,4,0
45-46-11-75,SEDHIOU,1,1,0
13-36-43-88,SEDHIOU,1,3,0
58-71-33-99,KOLDA,1,0,0
70-80-89-32,SEDHIOU,1,2,0
29-15-95-15,DIOURBEL,1,4,0
25-86-00-95,SEDHIOU,1,1,0
18-11-80-26,SEDHIOU,1,3,0
98-54-24-17,SEDHIOU,1,1,0
75-83-91-50,SEDHIOU,1,3,0
60-64-30-00,KOLDA,1,1,0
14-51-00-23,SEDHIOU,1,0,0
55-28-05-39,DIOURBEL,1,5,0
20-96-99-76,SEDHIOU,1,2,0
73-85-87-29,SEDHIOU,1,1,0
84-83-63-19,SEDHIOU,1,2,0
25-29-35-98,SEDHIOU,1,2,0
43-43-72-85,SEDHIOU,1,3,0
68-97-35-57,SEDHIOU,1,3,0
30-04-45-67,SEDHIOU,1,1,0
94-71-05-40,SEDHIOU,1,2,0
66-80-18-13,SEDHIOU,1,2,0
62-00-55-83,SEDHIOU,1,1,0
53-09-67-03,SEDHIOU,1,2,0
84-08-21-88,SEDHIOU,1,2,0
98-41-53-98,SEDHIOU,1,4,0
98-79-77-43,SEDHIOU,1,3,0
17-58-84-00,KOLDA,1,2,0
17-62-00-75,SEDHIOU,1,2,0
20-30-40-94,KOLDA,1,0,1
76-34-36-52,SEDHIOU,1,3,0
02-48-83-27,SEDHIOU,1,3,0
64-92-01-84,SEDHIOU,1,0,1
56-46-87-25,SEDHIOU,1,6,0
83-29-06-02,SEDHIOU,1,6,0
63-63-05-51,SEDHIOU,1,5,0
20-01-49-21,SEDHIOU,NA,0,1
65-48-12-48,KOLDA,1,0,1
69-27-04-16,SEDHIOU,1,1,0
58-30-31-14,KOLDA,1,0,0
03-99-04-27,ZIGUINCHOR,1,0,1
21-75-68-34,SEDHIOU,1,3,0
50-31-49-83,ZIGUINCHOR,1,1,0
70-92-85-81,SEDHIOU,1,2,0
43-04-47-35,SEDHIOU,1,5,0
19-76-02-47,SEDHIOU,1,1,0
77-92-02-81,SEDHIOU,1,4,0
25-43-65-24,SEDHIOU,1,2,0
32-92-56-26,SEDHIOU,2,4,0
37-97-35-60,THIES,1,3,0
54-62-65-88,SEDHIOU,1,2,0
59-27-65-42,THIES,1,3,0
35-44-94-46,SEDHIOU,2,1,0
67-14-89-13,KOLDA,1,1,0
45-08-61-94,SEDHIOU,1,7,0
97-19-88-43,SEDHIOU,2,7,0
93-91-80-62,SEDHIOU,1,3,0
71-05-17-21,KOLDA,1,1,0
45-79-22-60,SEDHIOU,2,3,0
57-91-30-82,KOLDA,1,1,0
40-67-57-10,DIOURBEL,1,1,0
52-94-14-26,SEDHIOU,1,3,0
10-05-24-53,SEDHIOU,2,5,0
64-93-02-89,SEDHIOU,NA,0,1
61-51-63-08,SEDHIOU,NA,0,1
96-54-34-05,KOLDA,1,6,0
85-80-39-85,SEDHIOU,1,2,0
68-14-19-78,KOLDA,NA,0,1
85-33-66-42,SEDHIOU,1,2,0
06-79-79-76,SEDHIOU,1,3,0
64-23-59-32,KOLDA,1,2,0
99-18-16-89,KOLDA,1,2,0
13-06-42-60,SEDHIOU,1,5,0
89-26-93-56,SEDHIOU,1,1,0
68-72-14-38,SEDHIOU,1,3,0
71-97-58-52,KOLDA,1,3,0
89-75-07-31,SEDHIOU,1,2,0
61-68-94-16,KOLDA,NA,1,0
04-84-01-40,SEDHIOU,1,3,0
59-65-76-08,KOLDA,1,2,0
65-98-79-84,SEDHIOU,1,8,0
30-33-24-77,KOLDA,1,1,0
04-15-43-10,DIOURBEL,1,2,0
93-50-79-98,KOLDA,1,1,0
01-56-62-99,KOLDA,1,1,0
43-20-09-31,DIOURBEL,1,2,0
54-12-23-84,SEDHIOU,1,3,0
90-42-46-24,KOLDA,1,1,0
19-68-34-32,DIOURBEL,1,2,0
96-86-90-18,ZIGUINCHOR,1,1,0
56-11-47-85,KOLDA,1,1,0
06-52-09-18,ZIGUINCHOR,1,1,0
40-87-67-99,KOLDA,1,1,0
37-18-19-19,ZIGUINCHOR,1,5,0
84-66-87-73,DIOURBEL,1,0,0
11-15-51-82,SEDHIOU,1,2,0
62-82-20-50,SEDHIOU,1,1,0
97-11-72-97,KOLDA,1,1,0
04-59-35-03,KOLDA,1,4,0
39-46-38-95,THIES,1,2,0
90-69-91-35,KOLDA,1,2,0
73-74-45-24,SEDHIOU,1,3,0
70-21-92-24,KOLDA,1,2,0
16-18-66-70,THIES,1,0,0
59-34-77-48,KOLDA,1,1,0
08-12-40-27,ZIGUINCHOR,1,3,0
81-30-95-70,THIES,1,2,0
54-69-00-75,THIES,1,1,0
60-42-19-29,KOLDA,1,2,0
70-79-86-71,ZIGUINCHOR,1,3,0
47-11-95-61,KOLDA,1,1,0
15-00-60-55,THIES,1,1,0
70-72-64-55,THIES,1,2,0
91-43-48-77,THIES,1,0,0
54-73-50-41,THIES,1,1,0
42-38-79-73,ZIGUINCHOR,1,5,0
87-92-25-73,ZIGUINCHOR,1,2,0
30-77-91-44,THIES,1,3,0
33-11-53-59,THIES,1,2,0
43-83-02-44,THIES,1,0,0
36-51-31-50,SEDHIOU,1,2,0
20-26-92-71,THIES,1,2,0
23-52-42-45,THIES,1,2,0
24-01-63-96,THIES,1,1,0
46-36-80-20,KOLDA,1,0,0
16-26-05-52,THIES,1,2,0
29-83-72-14,KOLDA,1,1,0
00-50-62-00,THIES,1,1,0
16-43-79-10,THIES,1,3,0
18-22-42-93,KOLDA,1,2,0
13-49-80-43,ZIGUINCHOR,1,1,0
86-08-48-11,THIES,1,2,0
34-97-43-92,THIES,1,1,0
87-38-48-56,THIES,1,3,0
16-49-46-57,THIES,1,2,0
01-47-11-21,THIES,1,1,0
85-21-92-40,THIES,1,5,0
02-11-74-61,THIES,1,2,0
67-69-73-09,SEDHIOU,1,1,0
31-09-63-49,SEDHIOU,2,3,0
47-48-41-61,THIES,1,2,0
16-65-00-75,KOLDA,1,2,0
68-98-73-75,SEDHIOU,2,7,0
20-46-25-70,KOLDA,1,2,0
07-77-56-19,KOLDA,1,1,0
11-88-12-40,SEDHIOU,2,4,0
33-99-70-12,THIES,1,2,0
40-50-41-91,KOLDA,1,1,0
63-69-61-64,SEDHIOU,1,2,0
45-37-85-59,SEDHIOU,1,3,0
61-51-13-88,SEDHIOU,1,2,0
48-21-99-28,SEDHIOU,1,2,0
84-42-98-15,SEDHIOU,1,2,0
88-90-89-87,SEDHIOU,1,2,0
51-45-06-63,SEDHIOU,1,3,0
13-76-04-17,SEDHIOU,1,4,0
99-04-18-51,SEDHIOU,1,2,0
80-15-19-68,SEDHIOU,1,4,0
25-21-14-11,SEDHIOU,1,2,0
51-40-65-95,SEDHIOU,1,4,0
70-25-05-61,SEDHIOU,1,2,0
02-78-81-20,SEDHIOU,1,3,0
28-19-34-82,SEDHIOU,1,4,0
60-88-07-00,SEDHIOU,1,3,0
60-12-69-85,THIES,1,5,0
91-22-68-46,SEDHIOU,1,4,0
01-02-33-61,SEDHIOU,1,2,0
34-22-39-26,SEDHIOU,1,5,0
50-03-80-54,THIES,1,3,0
40-99-51-09,SEDHIOU,1,3,0
92-92-19-37,THIES,1,4,0
39-11-46-04,THIES,1,4,0
34-09-90-19,SEDHIOU,1,2,0
63-18-05-72,THIES,1,4,0
43-02-03-29,SEDHIOU,1,3,0
48-89-78-80,SEDHIOU,1,2,0
79-95-76-49,KOLDA,1,1,0
57-04-47-30,THIES,1,4,0
34-98-89-43,KOLDA,1,0,0
10-60-31-74,DIOURBEL,1,4,0
58-35-90-39,THIES,1,4,0
11-89-03-33,ZIGUINCHOR,1,3,0
06-46-80-66,ZIGUINCHOR,1,4,0
71-70-98-13,KOLDA,1,2,0
13-47-57-62,ZIGUINCHOR,1,5,0
83-96-58-60,ZIGUINCHOR,1,7,0
49-65-91-69,SEDHIOU,1,5,0
19-19-59-45,KOLDA,1,4,0
35-00-85-52,ZIGUINCHOR,2,4,0
02-36-49-12,ZIGUINCHOR,2,6,0
13-85-83-30,ZIGUINCHOR,2,2,0
63-43-93-90,ZIGUINCHOR,1,1,0
88-57-14-93,ZIGUINCHOR,1,1,0
85-53-84-03,KOLDA,1,3,0
72-64-38-70,ZIGUINCHOR,1,1,0
10-31-22-66,ZIGUINCHOR,1,1,0
93-75-37-80,ZIGUINCHOR,1,2,0
94-99-48-18,KOLDA,1,3,0
71-38-61-85,ZIGUINCHOR,1,2,0
42-29-83-23,SEDHIOU,1,6,0
23-62-03-38,ZIGUINCHOR,1,2,0
54-87-81-69,SEDHIOU,1,1,0
76-07-86-30,KOLDA,1,1,0
83-66-79-62,ZIGUINCHOR,1,2,0
05-03-89-16,SEDHIOU,1,0,0
16-93-00-19,ZIGUINCHOR,1,2,0
69-42-65-77,SEDHIOU,1,0,0
71-54-46-43,KOLDA,1,1,0
44-63-25-56,ZIGUINCHOR,1,2,0
69-79-31-59,ZIGUINCHOR,1,3,0
50-19-35-86,KOLDA,1,1,0
33-24-70-86,ZIGUINCHOR,1,7,0
15-39-17-07,SEDHIOU,1,2,0
83-99-08-18,SEDHIOU,2,3,0
11-01-10-40,ZIGUINCHOR,1,2,0
60-80-05-25,DIOURBEL,1,3,0
28-57-14-07,ZIGUINCHOR,1,1,0
64-85-49-60,SEDHIOU,2,2,0
20-17-59-72,KOLDA,1,2,0
59-93-32-79,ZIGUINCHOR,1,1,0
12-83-92-63,SEDHIOU,1,0,0
92-58-65-28,THIES,1,0,1
35-61-33-56,ZIGUINCHOR,1,2,0
84-00-54-62,SEDHIOU,NA,2,0
47-02-60-23,ZIGUINCHOR,1,6,0
59-38-81-43,THIES,1,6,0
59-71-42-67,ZIGUINCHOR,1,1,0
05-15-83-67,SEDHIOU,1,2,0
18-50-60-58,THIES,1,4,0
66-71-62-08,THIES,2,2,0
89-83-50-55,SEDHIOU,1,6,0
91-13-79-77,SEDHIOU,1,0,0
24-60-62-46,THIES,2,3,0
66-81-18-40,THIES,1,5,0
73-16-84-35,SEDHIOU,1,3,0
28-85-38-97,DIOURBEL,1,5,0
46-14-42-95,SEDHIOU,1,2,0
03-20-55-14,SEDHIOU,1,1,0
24-79-09-32,KOLDA,1,2,0
00-37-03-04,SEDHIOU,1,2,0
05-00-38-66,SEDHIOU,1,3,0
97-31-24-21,SEDHIOU,1,1,0
09-96-26-86,SEDHIOU,1,4,0
10-36-48-36,SEDHIOU,1,1,0
62-64-97-88,SEDHIOU,1,3,0
08-48-60-08,SEDHIOU,1,2,0
64-61-73-74,SEDHIOU,1,1,0
53-50-98-67,SEDHIOU,1,1,0
