interview__key,region,departement,milieu,materiau_toit,materiau_murs,nb_pieces,statut_occup,possede_bien_1,possede_bien_2,possede_bien_3,possede_bien_4,possede_bien_5,possede_bien_6,possede_bien_7,possede_bien_8,possede_bien_9,possede_bien_10,possede_bien_11,possede_bien_12,possede_bien_13,possede_bien_14,possede_bien_15,source_eau,type_toilettes,source_revenu_0,source_revenu_1,source_revenu_2,source_revenu_3,source_revenu_4,source_revenu_5,source_revenu_6,source_revenu_7,source_revenu_8,source_revenu_9,source_revenu_10,source_revenu_11,source_revenu_12,source_revenu_13,source_revenu_14,choc_subi
71-72-76-21,ZIGUINCHOR,ZIGUINCHOR,1,3,2,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1
77-91-50-06,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
50-05-06-41,ZIGUINCHOR,ZIGUINCHOR,1,4,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
59-95-30-21,TAMBACOUNDA,TAMBACOUNDA,1,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-78-20-34,LOUGA,LINGUERE,1,4,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
79-07-36-16,ZIGUINCHOR,ZIGUINCHOR,1,4,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83-28-94-93,ZIGUINCHOR,ZIGUINCHOR,1,3,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,5,5,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,1
94-56-92-17,KAFFRINE,MALEM HODDA,1,3,1,8,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36-47-81-09,ZIGUINCHOR,ZIGUINCHOR,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
88-94-07-81,ZIGUINCHOR,ZIGUINCHOR,1,3,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
06-32-97-92,LOUGA,LINGUERE,1,2,1,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
70-51-94-31,THIES,TIVAOUANE,1,1,1,10,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
27-55-23-42,KOLDA,MEDINA YORO,1,3,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34-38-15-44,THIES,TIVAOUANE,1,3,1,7,2,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
29-99-82-36,TAMBACOUNDA,TAMBACOUNDA,1,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67-77-81-81,THIES,TIVAOUANE,1,1,1,8,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
36-94-12-67,THIES,TIVAOUANE,1,3,1,4,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
64-78-61-52,TAMBACOUNDA,TAMBACOUNDA,1,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83-69-70-79,KAFFRINE,MALEM HODDA,1,1,1,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
53-33-49-68,THIES,TIVAOUANE,1,1,1,6,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47-56-91-99,THIES,TIVAOUANE,1,1,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68-22-45-45,TAMBACOUNDA,TAMBACOUNDA,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76-44-45-16,THIES,TIVAOUANE,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
45-71-20-96,KOLDA,VELINGARA,1,4,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36-88-01-27,SEDHIOU,BOUNKILING,1,3,1,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
56-66-20-77,LOUGA,LINGUERE,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44-10-80-33,TAMBACOUNDA,GOUDIRY,1,3,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
00-97-03-03,KOLDA,VELINGARA,1,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89-71-21-00,SEDHIOU,BOUNKILING,1,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
28-21-08-98,LOUGA,LINGUERE,1,4,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
56-84-35-38,SEDHIOU,BOUNKILING,1,3,1,6,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-34-31-41,KOLDA,KOLDA,1,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,5,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
63-27-78-81,KOLDA,VELINGARA,1,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55-04-49-05,SEDHIOU,BOUNKILING,1,3,1,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
90-45-66-67,KOLDA,KOLDA,1,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
40-65-91-21,LOUGA,LINGUERE,1,2,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
53-18-59-86,SEDHIOU,BOUNKILING,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82-90-15-29,KOLDA,KOLDA,1,3,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,2
43-50-38-25,KOLDA,VELINGARA,1,4,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75-54-80-69,TAMBACOUNDA,TAMBACOUNDA,1,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12-72-92-97,TAMBACOUNDA,GOUDIRY,1,4,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34-21-74-96,KOLDA,VELINGARA,1,4,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79-01-55-32,THIES,TIVAOUANE,1,3,1,8,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
78-12-85-56,LOUGA,KEBEMER,1,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
22-97-00-46,THIES,TIVAOUANE,1,3,1,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
96-24-70-79,SEDHIOU,BOUNKILING,1,3,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
59-10-34-48,TAMBACOUNDA,TAMBACOUNDA,1,4,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44-14-98-31,KOLDA,MEDINA YORO,1,4,6,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
66-94-06-72,KOLDA,VELINGARA,1,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-05-27-15,ZIGUINCHOR,ZIGUINCHOR,1,2,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2
27-62-77-08,KOLDA,KOLDA,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16-65-25-84,TAMBACOUNDA,GOUDIRY,1,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00-94-99-40,ZIGUINCHOR,ZIGUINCHOR,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
04-48-99-23,LOUGA,KEBEMER,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,2
41-64-54-12,KOLDA,VELINGARA,1,3,1,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59-64-06-62,ZIGUINCHOR,ZIGUINCHOR,1,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
69-01-73-60,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54-76-02-03,ZIGUINCHOR,BIGNONA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54-71-15-98,ZIGUINCHOR,ZIGUINCHOR,1,2,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
45-90-17-41,TAMBACOUNDA,TAMBACOUNDA,1,4,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42-19-82-14,KOLDA,VELINGARA,1,3,1,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-79-59-00,KAFFRINE,BIRKELANE,1,3,1,10,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
76-16-29-34,ZIGUINCHOR,OUSSOUYE,1,3,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1
95-14-09-44,KOLDA,VELINGARA,1,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61-58-54-69,KOLDA,KOLDA,1,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
56-39-00-76,KAFFRINE,BIRKELANE,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
65-84-57-32,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35-64-93-47,KAFFRINE,MALEM HODDA,1,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97-95-35-47,KOLDA,VELINGARA,1,3,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82-77-05-61,THIES,TIVAOUANE,NA,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28-86-25-74,THIES,TIVAOUANE,1,1,1,7,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
14-45-30-72,KOLDA,VELINGARA,1,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-28-41-38,KOLDA,KOLDA,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2
23-40-44-01,SEDHIOU,BOUNKILING,1,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19-03-68-38,KOLDA,MEDINA YORO,1,4,6,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46-86-95-96,THIES,TIVAOUANE,1,1,6,9,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,2
19-72-66-49,SEDHIOU,BOUNKILING,1,3,3,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,5,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,2
24-52-83-31,THIES,TIVAOUANE,1,1,5,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,2
75-40-31-39,THIES,TIVAOUANE,1,1,1,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
41-23-08-45,LOUGA,KEBEMER,1,3,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37-46-73-37,THIES,TIVAOUANE,1,1,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
21-05-86-47,KOLDA,KOLDA,1,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
96-52-27-12,THIES,TIVAOUANE,1,1,1,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
08-81-70-37,KOLDA,MEDINA YORO,1,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-74-12-92,KOLDA,MEDINA YORO,1,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15-26-37-85,THIES,TIVAOUANE,1,1,1,6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
48-55-23-86,KOLDA,MEDINA YORO,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06-00-75-74,LOUGA,LINGUERE,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
15-97-14-88,KOLDA,MEDINA YORO,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
88-73-05-25,KOLDA,MEDINA YORO,1,3,1,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32-65-02-68,KOLDA,KOLDA,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,2
63-79-64-84,SEDHIOU,BOUNKILING,1,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
58-98-99-29,LOUGA,LINGUERE,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30-97-98-79,KOLDA,MEDINA YORO,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
07-27-35-02,KOLDA,KOLDA,1,4,1,6,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2
18-36-08-13,KOLDA,KOLDA,1,4,3,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
99-27-87-69,KOLDA,MEDINA YORO,1,4,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,2
51-71-19-35,KOLDA,MEDINA YORO,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
77-50-38-03,KOLDA,KOLDA,1,3,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
69-93-92-16,KOLDA,KOLDA,1,4,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40-28-45-62,KOLDA,MEDINA YORO,1,3,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,2
75-78-72-72,KOLDA,KOLDA,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1
04-30-53-80,LOUGA,LINGUERE,1,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33-43-35-57,LOUGA,LINGUERE,1,3,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82-92-69-70,KOLDA,KOLDA,2,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1
78-56-49-03,LOUGA,LINGUERE,1,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26-39-80-91,KOLDA,MEDINA YORO,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,9,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,2
12-16-09-34,KOLDA,MEDINA YORO,1,4,1,7,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,2
73-73-80-88,KOLDA,KOLDA,2,3,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1
00-85-95-23,KOLDA,KOLDA,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
74-11-00-37,KOLDA,MEDINA YORO,1,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95-34-71-69,LOUGA,LINGUERE,1,3,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
21-24-61-00,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2
65-74-76-31,KOLDA,MEDINA YORO,1,3,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
07-96-45-77,THIES,TIVAOUANE,1,3,1,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36-27-07-25,LOUGA,LINGUERE,1,2,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21-65-54-50,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
73-91-20-65,LOUGA,LINGUERE,1,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46-45-32-95,KOLDA,MEDINA YORO,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
97-14-51-92,ZIGUINCHOR,BIGNONA,1,2,6,10,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2
46-77-35-69,KOLDA,MEDINA YORO,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
81-05-46-71,THIES,TIVAOUANE,1,1,1,5,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1
63-54-95-35,KOLDA,MEDINA YORO,1,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01-70-83-84,LOUGA,LINGUERE,1,2,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69-51-25-70,ZIGUINCHOR,BIGNONA,1,2,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
82-44-87-84,KOLDA,MEDINA YORO,1,3,6,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,4,5,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
08-35-78-40,KOLDA,MEDINA YORO,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98-76-99-95,THIES,TIVAOUANE,1,1,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
66-02-07-22,KOLDA,KOLDA,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1
03-93-44-12,THIES,TIVAOUANE,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-48-62-02,LOUGA,LINGUERE,1,3,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
20-63-26-90,KOLDA,MEDINA YORO,1,4,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45-27-90-01,ZIGUINCHOR,BIGNONA,1,3,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
03-43-09-02,THIES,TIVAOUANE,1,2,5,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-15-86-59,KOLDA,MEDINA YORO,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
41-09-74-22,KOLDA,MEDINA YORO,1,4,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
91-21-49-97,THIES,TIVAOUANE,1,2,1,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
